Area Fips,State Name,Annual Avg Emplvl,Annual Avg Estabs,Annual Avg Wkly Wage,Avg Annual Pay,Total Annual Wages
16019,Idaho,61259,5633,948,49303,3020258869
16021,Idaho,4045,613,983,51133,206853694
16023,Idaho,10216,146,2218,115323,1178088301
16025,Idaho,360,79,1160,60307,21710434
16027,Idaho,88684,8946,998,51903,4602967267
16029,Idaho,3566,316,1296,67400,240364593
16031,Idaho,12443,1135,957,49757,619144078
16033,Idaho,301,49,1192,61984,18652063
16035,Idaho,2721,357,972,50553,137537996
16037,Idaho,1539,292,878,45656,70272188
16039,Idaho,7531,771,908,47221,355626310
16041,Idaho,4087,561,854,44391,181441487
16043,Idaho,3748,580,876,45563,170787961
16045,Idaho,4520,723,865,44976,203271259
16047,Idaho,6743,627,939,48813,329127752
16049,Idaho,4590,723,903,46963,215561773
16051,Idaho,9658,1180,892,46365,447802397
16053,Idaho,12175,941,992,51608,628316343
16055,Idaho,71068,8717,1075,55888,3971823648
16057,Idaho,14731,1448,946,49203,724824349
16059,Idaho,2720,455,949,49342,134218233
16061,Idaho,1567,234,837,43504,68174499
16063,Idaho,1725,208,947,49246,84936958
16065,Idaho,17397,1707,814,42345,736685077
16067,Idaho,9290,786,979,50905,472919358
16069,Idaho,21969,1530,1050,54589,1199257022
16071,Idaho,1707,180,738,38378,65504656
16073,Idaho,3544,405,909,47269,167541940
16075,Idaho,7122,854,950,49412,351906699
16077,Idaho,4005,281,1075,55894,223859251
16079,Idaho,4834,502,1034,53791,260001881
16081,Idaho,4762,887,1027,53408,254318481
16083,Idaho,41812,3966,926,48171,2014122799
16085,Idaho,5516,929,1005,52271,288309538
16087,Idaho,2941,369,817,42467,124908552
16999,Idaho,23366,18022,1943,101038,2360806855
17000,Illinois,6043357,396712,1486,77257,466889338969
17001,Illinois,32154,1747,1057,54986,1768025232
17003,Illinois,888,96,970,50443,44797843
17005,Illinois,4511,320,980,50963,229915883
17007,Illinois,11526,880,1066,55414,638673339
17009,Illinois,4791,132,1237,64340,308240301
17011,Illinois,10032,771,1025,53297,534667129
17013,Illinois,743,92,699,36322,26990558
17015,Illinois,3955,405,903,46933,185625441
17017,Illinois,5143,266,982,51068,262653213
17019,Illinois,94777,4160,1235,64216,6086141161
17021,Illinois,9353,706,982,51042,477417804
17023,Illinois,4392,337,877,45606,200306493
17025,Illinois,4625,314,977,50797,234938741
17027,Illinois,12592,940,965,50189,631959371
17029,Illinois,23930,1032,1019,52987,1267974182
17031,Illinois,2565567,137804,1672,86931,223027058108
17033,Illinois,7487,424,1186,61683,461791304
17035,Illinois,2893,188,917,47709,138033335
17037,Illinois,36272,1988,1094,56896,2063716140
17039,Illinois,5008,346,1292,67169,336375349
17041,Illinois,7643,603,1044,54270,414773342
17043,Illinois,622113,33915,1532,79674,49565952830
17045,Illinois,7065,351,1055,54835,387407644
17047,Illinois,1933,147,842,43778,84607385
17049,Illinois,23242,1237,1020,53064,1233280564
17051,Illinois,5030,460,869,45171,227233369
17053,Illinois,5727,367,1074,55831,319741785
17055,Illinois,9079,705,900,46819,425086358
17057,Illinois,8642,655,863,44887,387894766
17059,Illinois,874,125,982,51088,44672609
17061,Illinois,2275,246,809,42061,95674156
17063,Illinois,22349,1204,1344,69868,1561472387
17065,Illinois,2057,210,1048,54483,112054196
17067,Illinois,4144,412,881,45832,189940918
17069,Illinois,767,57,888,46177,35402709
17071,Illinois,1150,143,712,37040,42580351
17073,Illinois,13805,1020,980,50950,703366649
17075,Illinois,7372,675,963,50100,369321161
17077,Illinois,25266,1137,1085,56398,1424985959
17079,Illinois,2186,240,909,47286,103343345
17081,Illinois,19307,858,1112,57833,1116594720
17083,Illinois,5218,389,870,45258,236164775
17085,Illinois,7485,742,900,46804,350325612
17087,Illinois,2439,196,1130,58740,143280659
17089,Illinois,213795,12855,1208,62791,13424421016
17091,Illinois,42231,2200,1075,55890,2360311053
17093,Illinois,30329,2463,985,51205,1552982655
17095,Illinois,17106,980,894,46491,795290676
17097,Illinois,329354,19967,1751,91042,29984887425
17099,Illinois,39242,2450,1126,58537,2297127267
17101,Illinois,4016,258,984,51158,205440421
17103,Illinois,12375,692,1124,58453,723345403
17105,Illinois,13762,865,1086,56455,776960636
17107,Illinois,7878,558,1034,53750,423447365
17109,Illinois,10119,550,931,48433,490078597
17111,Illinois,96922,7928,1060,55107,5341084920
17113,Illinois,88945,3357,1273,66183,5886620653
17115,Illinois,45051,1981,1304,67788,3053905343
17117,Illinois,10150,887,898,46689,473873726
17119,Illinois,105166,5398,1099,57153,6010540135
17121,Illinois,12409,796,947,49266,611320530
17123,Illinois,2765,257,906,47124,130310646
17125,Illinois,2828,298,813,42271,119552527
17127,Illinois,2858,198,1034,53753,153640441
17129,Illinois,1773,229,812,42242,74895533
17131,Illinois,2968,306,840,43706,129710889
17133,Illinois,8442,827,937,48706,411177981
17135,Illinois,8783,697,1603,83351,732049763
17137,Illinois,13936,714,1023,53188,741243687
17139,Illinois,5140,342,992,51569,265062246
17141,Illinois,14934,1030,1119,58187,868994098
17143,Illinois,103940,3972,1438,74778,7772430326
17145,Illinois,4622,328,968,50313,232540406
17147,Illinois,3707,382,903,46937,173996470
17149,Illinois,3881,411,906,47124,182881070
17151,Illinois,643,48,799,41535,26717688
17153,Illinois,1195,105,872,45329,54161179
17155,Illinois,2012,165,1339,69607,140021091
17157,Illinois,11393,596,1070,55632,633792879
17159,Illinois,5834,392,962,50035,291881371
17161,Illinois,70119,2880,1391,72332,5071829670
17163,Illinois,89981,4856,1096,57001,5129058950
17165,Illinois,8307,503,896,46586,386986681
17167,Illinois,134376,4970,1334,69350,9318986039
17169,Illinois,1715,163,1001,52053,89254090
17171,Illinois,920,101,956,49729,45738471
17173,Illinois,4848,468,929,48311,234200449
17175,Illinois,1696,148,1160,60314,102262786
17177,Illinois,17367,1019,1076,55932,971384235
17179,Illinois,46883,2560,1079,56089,2629599444
17181,Illinois,5377,329,870,45223,243169167
17183,Illinois,25748,1313,1050,54579,1405291357
17185,Illinois,3376,276,974,50640,170976944
17187,Illinois,6368,378,875,45522,289878580
17189,Illinois,6126,401,1162,60403,370017031
17191,Illinois,4064,379,825,42917,174419668
17193,Illinois,4205,343,955,49671,208869954
17195,Illinois,21197,1185,1042,54164,1148134813
17197,Illinois,263673,15924,1165,60570,15970592890
17199,Illinois,28465,1404,1021,53081,1510921721
17201,Illinois,126415,5870,1142,59400,7509063449
17203,Illinois,11428,803,1058,54993,628480959
17999,Illinois,232397,75917,2254,117183,27233064333
18000,Indiana,3179542,191858,1206,62727,199443789313
18001,Indiana,12932,786,951,49465,639691237
18003,Indiana,197885,10492,1156,60129,11898593571
18005,Indiana,50188,2119,1411,73397,3683673777
18007,Indiana,2106,213,989,51419,108276188
18009,Indiana,2840,245,897,46641,132455818
18011,Indiana,45424,2538,1075,55895,2538965940
18013,Indiana,3261,365,720,37453,122117854
18015,Indiana,5562,436,956,49734,276617466
18017,Indiana,14589,738,932,48462,706997135
18019,Indiana,59223,3180,1088,56578,3350717666
18021,Indiana,8172,529,881,45786,374154473
18023,Indiana,11551,634,1019,52965,611805674
18025,Indiana,1899,171,833,43299,82225428
18027,Indiana,13253,978,955,49660,658164127
18029,Indiana,14586,1198,980,50978,743568916
18031,Indiana,13840,707,1117,58092,803996621
18033,Indiana,22201,1084,1210,62916,1396767287
18035,Indiana,44772,2354,987,51307,2297086720
18037,Indiana,27983,1392,1033,53733,1503593997
18039,Indiana,127100,5293,1195,62117,7895018805
18041,Indiana,6008,420,851,44247,265824013
18043,Indiana,32405,2062,1067,55503,1798571173
18045,Indiana,4952,370,891,46309,229321143
18047,Indiana,4084,366,858,44624,182264197
18049,Indiana,6326,476,933,48502,306819020
18051,Indiana,21424,800,1305,67856,1453736403
18053,Indiana,27333,1280,979,50883,1390780586
18055,Indiana,6380,602,878,45645,291208809
18057,Indiana,163937,12788,1438,74787,12260323262
18059,Indiana,29049,2045,1089,56651,1645656438
18061,Indiana,10252,750,958,49804,510589361
18063,Indiana,81164,4317,1028,53449,4338165864
18065,Indiana,13759,893,926,48142,662370754
18067,Indiana,35758,1913,1200,62420,2232016007
18069,Indiana,13632,990,948,49294,671945851
18071,Indiana,22633,1036,1106,57520,1301871243
18073,Indiana,11682,875,948,49292,575805300
18075,Indiana,7027,428,925,48103,338004252
18077,Indiana,12853,726,978,50879,653927544
18079,Indiana,8132,472,943,49033,398759814
18081,Indiana,65487,4199,970,50444,3303454662
18083,Indiana,17077,950,980,50982,870630858
18085,Indiana,36183,2157,1133,58899,2131139016
18087,Indiana,14765,1037,1025,53284,786724944
18089,Indiana,191633,11872,1177,61200,11727852624
18091,Indiana,40632,2494,1019,52978,2152614986
18093,Indiana,13507,906,949,49342,666468702
18095,Indiana,40192,2484,961,49965,2008223650
18097,Indiana,625533,28522,1465,76163,47642361246
18099,Indiana,19549,1155,989,51442,1005627293
18101,Indiana,8189,279,1622,84342,690687674
18103,Indiana,9077,637,956,49711,451240995
18105,Indiana,67215,3439,1132,58879,3957518902
18107,Indiana,15655,915,1104,57386,898376066
18109,Indiana,15502,1396,961,49967,774594402
18111,Indiana,3237,291,936,48666,157542746
18113,Indiana,16814,983,971,50507,849199638
18115,Indiana,1107,92,743,38639,42786461
18117,Indiana,7372,400,867,45076,332275006
18119,Indiana,5316,330,1108,57602,306233949
18121,Indiana,3575,326,817,42489,151906275
18123,Indiana,6441,379,984,51166,329536862
18125,Indiana,2609,213,1158,60232,157144117
18127,Indiana,63768,4215,1120,58217,3712403984
18129,Indiana,8961,590,1309,68064,609922905
18131,Indiana,5387,352,1062,55220,297445804
18133,Indiana,12342,768,975,50684,625564297
18135,Indiana,7093,569,997,51830,367642568
18137,Indiana,11325,800,1046,54394,616002263
18139,Indiana,4901,430,961,49977,244948097
18141,Indiana,121043,6539,1140,59303,7178221201
18143,Indiana,8042,429,891,46317,372504414
18145,Indiana,18915,1013,1096,56974,1077650198
18147,Indiana,6990,502,931,48388,338222498
18149,Indiana,4134,337,849,44150,182530615
18151,Indiana,16256,1020,942,49004,796610649
18153,Indiana,5720,372,996,51807,296345818
18155,Indiana,1662,146,790,41058,68255527
18157,Indiana,92794,4253,1176,61152,5674507710
18159,Indiana,4454,348,1111,57768,257292150
18161,Indiana,1633,150,845,43917,71720588
18163,Indiana,107139,5183,1097,57061,6113437554
18165,Indiana,4289,294,1124,58444,250669494
18167,Indiana,46144,2526,1022,53152,2452653422
18169,Indiana,12395,778,967,50288,623326981
18171,Indiana,1962,169,1011,52582,103188641
18173,Indiana,18096,1397,1139,59237,1071937751
18175,Indiana,5753,488,846,43972,252955284
18177,Indiana,29736,1496,982,51067,1518523191
18179,Indiana,11293,706,962,50048,565201138
18181,Indiana,8815,706,935,48614,428528651
18183,Indiana,13958,764,1123,58376,814809865
18999,Indiana,99720,19999,1877,97615,9734175247
19000,Iowa,1562561,111801,1180,61347,95858841102
19001,Iowa,3038,332,1022,53135,161450873
19003,Iowa,1187,148,954,49596,58866066
19005,Iowa,4837,472,881,45815,221605038
19007,Iowa,4614,410,887,46114,212770899
19009,Iowa,1833,239,973,50592,92748094
19011,Iowa,6069,720,1043,54216,329028413
19013,Iowa,70886,3947,1147,59631,4226984528
19015,Iowa,8930,749,1037,53922,481541084
19017,Iowa,9685,749,1011,52555,509011249
19019,Iowa,6619,638,962,50047,331249503
19021,Iowa,10683,610,1036,53893,575724076
19023,Iowa,3691,424,1023,53211,196403491
19025,Iowa,2788,325,925,48076,134027072
19027,Iowa,10978,968,974,50662,556152576
19029,Iowa,5866,541,942,49005,287446627
19031,Iowa,5170,588,947,49261,254671395
19033,Iowa,23531,1681,1057,54949,1292994064
19035,Iowa,4858,452,970,50452,245102713
19037,Iowa,5115,430,1066,55425,283522230
19039,Iowa,4701,248,961,49976,234952078
19041,Iowa,8534,742,1029,53504,456578701
19043,Iowa,6230,614,987,51349,319896205
19045,Iowa,19273,1498,1014,52714,1015963839
19047,Iowa,6524,514,1021,53067,346203824
19049,Iowa,55258,3600,1468,76316,4217110415
19051,Iowa,2105,256,974,50645,106620124
19053,Iowa,2269,224,827,42983,97517177
19055,Iowa,6669,606,1025,53287,355364295
19057,Iowa,19833,1405,1014,52718,1045560234
19059,Iowa,10008,958,897,46626,466646245
19061,Iowa,58413,3728,1128,58669,3427077076
19063,Iowa,3286,330,925,48094,158036305
19065,Iowa,6964,680,939,48847,340163585
19067,Iowa,5716,478,1057,54987,314281359
19069,Iowa,3982,364,1024,53225,211914213
19071,Iowa,2197,285,927,48228,105965090
19073,Iowa,3206,310,1036,53866,172693599
19075,Iowa,4147,389,1118,58116,240984501
19077,Iowa,3271,395,1041,54155,177123893
19079,Iowa,5798,487,1018,52922,306869943
19081,Iowa,5982,379,1152,59900,358349815
19083,Iowa,6483,650,1040,54065,350491645
19085,Iowa,3990,472,965,50182,200217558
19087,Iowa,8137,638,1008,52431,426637498
19089,Iowa,4402,341,927,48223,212299876
19091,Iowa,3810,367,1014,52721,200855413
19093,Iowa,3584,302,1161,60392,216464772
19095,Iowa,9039,708,969,50380,455396229
19097,Iowa,5869,674,870,45236,265498568
19099,Iowa,10453,984,960,49910,521721839
19101,Iowa,7185,795,1030,53535,384623326
19103,Iowa,83750,5140,1238,64363,5390451582
19105,Iowa,6253,667,963,50095,313237103
19107,Iowa,2292,316,913,47453,108785910
19109,Iowa,6565,644,1015,52766,346393424
19111,Iowa,13719,1061,1103,57333,786566154
19113,Iowa,125917,7760,1300,67613,8513575850
19115,Iowa,3891,281,1007,52348,203693660
19117,Iowa,3351,252,975,50709,169937015
19119,Iowa,4794,553,956,49696,238243665
19121,Iowa,4235,566,965,50189,212544326
19123,Iowa,7887,625,1067,55503,437747035
19125,Iowa,19680,1062,1222,63553,1250716118
19127,Iowa,16042,1026,1070,55625,892333671
19129,Iowa,3361,458,1059,55050,185015378
19131,Iowa,3874,372,1037,53933,208951358
19133,Iowa,2530,299,879,45733,115701194
19135,Iowa,3718,254,1282,66659,247825908
19137,Iowa,4087,378,988,51354,209888743
19139,Iowa,21234,1233,1223,63594,1350337703
19141,Iowa,6603,626,931,48407,319644846
19143,Iowa,2676,272,959,49894,133495124
19145,Iowa,6375,482,970,50462,321676382
19147,Iowa,3615,336,912,47406,171371092
19149,Iowa,11726,878,1145,59524,697971340
19151,Iowa,2644,265,1015,52766,139499178
19153,Iowa,317845,20581,1395,72557,23061957325
19155,Iowa,41403,2746,1085,56397,2334985771
19157,Iowa,9584,699,1108,57595,552016469
19159,Iowa,1394,182,889,46230,64422097
19161,Iowa,2969,392,971,50518,149966279
19163,Iowa,90947,6239,1176,61138,5560352045
19165,Iowa,5460,444,982,51072,278860698
19167,Iowa,22957,1576,1072,55762,1280142347
19169,Iowa,47549,3066,1204,62615,2977249549
19171,Iowa,5356,440,938,48774,261239083
19173,Iowa,2030,192,992,51564,104686920
19175,Iowa,5910,459,962,50030,295660541
19177,Iowa,1923,224,890,46260,88969983
19179,Iowa,15384,887,1021,53071,816456705
19181,Iowa,13125,1410,985,51236,672457623
19183,Iowa,8558,858,933,48539,415404692
19185,Iowa,2099,185,968,50332,105635001
19187,Iowa,17547,1198,1091,56709,995099143
19189,Iowa,4041,393,904,47021,189994613
19191,Iowa,10479,767,989,51439,539019194
19193,Iowa,51281,3308,1052,54684,2804238737
19195,Iowa,2302,233,893,46458,106935060
19197,Iowa,6237,468,1126,58576,365363941
19999,Iowa,7665,204,1783,92722,710744296
20000,Kansas,1429358,100000,1169,60778,86874025953
20001,Kansas,5640,400,882,45881,258775264
20003,Kansas,2422,259,915,47571,115192792
20005,Kansas,5566,428,997,51842,288558954
20007,Kansas,1568,210,858,44619,69943894
20009,Kansas,11522,890,940,48896,563373952
20011,Kansas,5529,406,824,42850,236905597
20013,Kansas,4493,339,972,50553,227134742
20015,Kansas,19881,1695,970,50462,1003234343
20017,Kansas,777,86,839,43605,33877654
20019,Kansas,754,106,689,35811,27004536
20021,Kansas,5829,416,1090,56667,330320912
20023,Kansas,872,137,775,40298,35126464
20025,Kansas,843,90,994,51695,43570379
20027,Kansas,2926,284,772,40138,117452816
20029,Kansas,3206,310,799,41565,133239188
20031,Kansas,3367,260,1304,67828,228384040
20033,Kansas,622,94,795,41352,25710586
20035,Kansas,13041,782,946,49217,641837512
20037,Kansas,17354,1084,869,45212,784634014
20039,Kansas,877,132,737,38309,33612987
20041,Kansas,6412,563,855,44483,285207233
20043,Kansas,2764,234,971,50466,139475546
20045,Kansas,50969,3726,1040,54079,2756372363
20047,Kansas,924,126,902,46926,43335928
20049,Kansas,619,86,685,35644,22075669
20051,Kansas,15487,1120,905,47061,728858573
20053,Kansas,2179,188,955,49668,108231408
20055,Kansas,20496,1131,987,51345,1052349034
20057,Kansas,18147,858,1015,52782,957844151
20059,Kansas,10085,711,968,50350,507764270
20061,Kansas,12559,744,978,50873,638910788
20063,Kansas,1150,160,856,44518,51210349
20065,Kansas,876,113,865,44969,39388812
20067,Kansas,2465,228,969,50410,124247289
20069,Kansas,3046,310,1000,51985,158352140
20071,Kansas,617,76,840,43670,26962663
20073,Kansas,1570,206,739,38426,60341016
20075,Kansas,1507,105,921,47912,72223828
20077,Kansas,2422,224,908,47237,114423429
20079,Kansas,14133,849,922,47957,677790154
20081,Kansas,1770,164,977,50809,89928013
20083,Kansas,616,77,815,42392,26102719
20085,Kansas,4378,324,891,46312,202750301
20087,Kansas,3862,416,990,51468,198773942
20089,Kansas,724,110,699,36363,26326861
20091,Kansas,370992,30095,1444,75090,27857905470
20093,Kansas,1561,147,920,47852,74700921
20095,Kansas,2765,254,917,47706,131908426
20097,Kansas,1105,104,759,39478,43636713
20099,Kansas,8525,498,918,47757,407137044
20101,Kansas,605,87,905,47079,28475179
20103,Kansas,21951,1756,1135,58997,1295047029
20105,Kansas,909,111,881,45837,41662185
20107,Kansas,2090,259,959,49856,104203481
20109,Kansas,1249,137,834,43390,54189924
20111,Kansas,15357,878,913,47458,728801301
20113,Kansas,16413,974,1135,59013,968591140
20115,Kansas,3615,351,789,41013,148267084
20117,Kansas,4422,413,945,49153,217334049
20119,Kansas,1544,169,1012,52614,81257697
20121,Kansas,9085,966,1031,53616,487097910
20123,Kansas,3146,275,907,47181,148426620
20125,Kansas,14716,2228,890,46284,681107336
20127,Kansas,1574,168,770,40045,63010531
20129,Kansas,795,94,835,43418,34524319
20131,Kansas,5748,434,983,51113,293783118
20133,Kansas,6502,492,891,46327,301213895
20135,Kansas,1085,144,937,48722,52883734
20137,Kansas,2281,196,909,47252,107765381
20139,Kansas,2941,370,746,38780,114054890
20141,Kansas,1251,169,797,41453,51871195
20143,Kansas,1291,157,761,39552,51044816
20145,Kansas,2553,211,967,50265,128323493
20147,Kansas,2199,234,880,45784,100667181
20149,Kansas,10028,747,989,51426,515694569
20151,Kansas,4559,384,938,48761,222298082
20153,Kansas,1008,122,944,49112,49504401
20155,Kansas,26658,1685,961,49987,1332591527
20207,Kansas,690,96,734,38174,26346273
20201,Kansas,2051,294,757,39377,80758050
20199,Kansas,535,95,769,39979,21392228
20157,Kansas,1950,220,780,40570,79091941
20197,Kansas,1389,187,789,41045,56995097
20183,Kansas,1363,164,806,41908,57134806
20195,Kansas,1104,130,833,43322,47820100
20167,Kansas,2485,312,840,43661,108505701
20191,Kansas,6248,640,842,43763,273423897
20185,Kansas,1198,174,846,44017,52743050
20165,Kansas,1073,116,852,44311,47563938
20181,Kansas,2404,282,853,44344,106610915
20163,Kansas,1746,202,858,44590,77847340
20203,Kansas,752,112,882,45860,34502006
20193,Kansas,4104,416,922,47946,196750695
20179,Kansas,995,122,930,48346,48112678
20205,Kansas,3149,236,933,48496,152709313
20159,Kansas,3769,356,972,50565,190601178
20169,Kansas,30244,1583,975,50682,1532809309
20187,Kansas,896,93,981,51029,45743693
20175,Kansas,11072,588,1003,52156,577451389
20171,Kansas,2142,249,1004,52214,111854869
20189,Kansas,2117,205,1007,52377,110886220
20161,Kansas,30349,2032,1007,52341,1588492410
20177,Kansas,99247,5183,1156,60096,5964356061
20173,Kansas,264782,14427,1166,60652,16059568369
20209,Kansas,94304,4055,1269,65983,6222468595
20999,Kansas,19811,866,1723,89615,1775368086
21181,Kentucky,955,124,703,36536,34897704
21201,Kentucky,316,62,740,38493,12166969
21237,Kentucky,1564,189,753,39134,61214821
21153,Kentucky,1936,281,756,39288,76054194
21231,Kentucky,5231,455,756,39309,205609601
21197,Kentucky,3017,303,772,40158,121153770
21109,Kentucky,1781,204,775,40276,71749119
21189,Kentucky,728,93,779,40488,29455051
21053,Kentucky,3534,301,781,40596,143480034
21221,Kentucky,2930,353,785,40821,119625443
21105,Kentucky,951,111,792,41176,39144429
21135,Kentucky,1972,283,797,41450,81728144
21043,Kentucky,5650,645,799,41562,234833243
21001,Kentucky,4954,508,800,41613,206158496
21203,Kentucky,4008,278,801,41657,166975090
21119,Kentucky,2156,312,801,41628,89745497
21055,Kentucky,1976,215,809,42065,83106025
21165,Kentucky,978,130,810,42110,41197270
21075,Kentucky,2262,214,810,42101,95233478
21013,Kentucky,8335,612,816,42450,353811666
21061,Kentucky,1681,186,817,42464,71370686
21087,Kentucky,1852,244,818,42522,78747955
21115,Kentucky,5352,640,825,42878,229460834
21045,Kentucky,3952,362,830,43138,170496527
21121,Kentucky,7685,622,835,43409,333586970
21207,Kentucky,6399,546,838,43596,278985030
21131,Kentucky,1590,178,841,43744,69541676
21033,Kentucky,4693,380,842,43790,205518119
21027,Kentucky,3722,442,842,43778,162955934
21129,Kentucky,1706,163,844,43886,74861360
21149,Kentucky,1737,248,847,44027,76478287
21085,Kentucky,7527,687,847,44028,331420420
21169,Kentucky,2174,258,853,44358,96449729
21183,Kentucky,7387,516,854,44414,328091265
21095,Kentucky,6280,525,855,44461,279191544
21217,Kentucky,11841,908,857,44581,527900827
21127,Kentucky,4232,353,860,44742,189342016
21137,Kentucky,3920,504,860,44735,175376675
21051,Kentucky,4077,418,875,45485,185423824
21069,Kentucky,3265,444,878,45681,149132217
21123,Kentucky,2578,327,883,45904,118332025
21025,Kentucky,2635,354,885,46008,121231724
21215,Kentucky,2235,440,885,46034,102901488
21133,Kentucky,4258,500,885,45995,195829598
21035,Kentucky,15570,1333,889,46250,720095814
21143,Kentucky,2673,283,890,46303,123755485
21031,Kentucky,2929,309,893,46410,135942670
21065,Kentucky,2271,264,895,46527,105681656
21235,Kentucky,14351,1040,895,46563,668234825
21039,Kentucky,1046,143,897,46625,48758292
21147,Kentucky,2873,303,901,46870,134642374
21063,Kentucky,857,96,904,47029,40295706
21023,Kentucky,1534,222,909,47259,72486898
21175,Kentucky,3293,286,910,47329,155866572
21071,Kentucky,11156,1160,912,47449,529351250
21011,Kentucky,1969,292,914,47539,93591917
21003,Kentucky,5024,422,916,47631,239307994
21171,Kentucky,3230,302,919,47811,154432637
21219,Kentucky,2812,323,919,47765,134314141
21089,Kentucky,7009,788,921,47910,335814165
21199,Kentucky,26252,2166,924,48057,1261587536
21057,Kentucky,2402,188,930,48343,116100099
21079,Kentucky,2759,424,930,48370,133461213
21125,Kentucky,26264,1793,934,48566,1275505359
21205,Kentucky,10490,808,940,48895,512902753
21005,Kentucky,5066,565,942,48999,248246429
21173,Kentucky,10484,891,946,49214,515966338
21103,Kentucky,2892,404,957,49764,143891825
21083,Kentucky,11945,1042,962,50028,597581103
21155,Kentucky,9158,534,964,50139,459152382
21161,Kentucky,7910,717,964,50145,396630845
21187,Kentucky,1540,182,966,50249,77361946
21097,Kentucky,5310,428,971,50516,268230863
21009,Kentucky,15413,1306,987,51346,791400510
21229,Kentucky,3652,361,989,51444,187869495
21195,Kentucky,20549,1627,991,51529,1058860752
21193,Kentucky,11351,948,998,51907,589197343
21021,Kentucky,14690,1066,1001,52071,764931083
21213,Kentucky,9115,706,1002,52092,474830143
21081,Kentucky,5446,629,1003,52144,283991556
21159,Kentucky,1960,222,1004,52197,102315780
21099,Kentucky,5269,417,1004,52189,274964855
21029,Kentucky,29786,1788,1006,52323,1558505417
21233,Kentucky,2695,294,1010,52524,141569543
21239,Kentucky,9977,1083,1015,52784,526608110
21017,Kentucky,7092,646,1023,53178,377167867
21059,Kentucky,47217,3566,1030,53566,2529215889
21151,Kentucky,36909,3101,1035,53794,1985488876
21113,Kentucky,18660,1973,1039,54048,1008540244
21191,Kentucky,2239,292,1047,54453,121911144
21177,Kentucky,8091,747,1050,54582,441620340
21107,Kentucky,17505,1209,1054,54831,959800842
21211,Kentucky,16556,1594,1059,55073,911816428
21047,Kentucky,31505,2207,1067,55483,1747996935
21227,Kentucky,70761,5308,1067,55488,3926392864
21101,Kentucky,18686,1442,1073,55781,1042305086
21093,Kentucky,48897,3704,1073,55787,2727785320
21049,Kentucky,13594,1069,1075,55905,759977961
21179,Kentucky,18445,1530,1090,56670,1045248689
21037,Kentucky,31709,3434,1104,57401,1820141902
21145,Kentucky,40497,2900,1108,57594,2332384918
21141,Kentucky,8975,794,1130,58739,527171996
21163,Kentucky,5262,551,1131,58826,309572802
21015,Kentucky,102941,6277,1138,59189,6092991995
21167,Kentucky,6560,586,1139,59248,388648135
21019,Kentucky,25992,1796,1139,59231,1539551752
21073,Kentucky,34824,2802,1157,60163,2095112631
21223,Kentucky,1072,162,1162,60405,64749462
21000,Kentucky,1988347,158455,1162,60431,120157645987
21225,Kentucky,5225,390,1175,61075,319121281
21139,Kentucky,3402,260,1188,61759,210134363
21157,Kentucky,11710,1051,1205,62678,733973867
21007,Kentucky,2000,229,1230,63982,127936911
21067,Kentucky,204412,15142,1240,64489,13182341376
21185,Kentucky,17474,2480,1311,68157,1190989577
21077,Kentucky,2488,162,1355,70485,175377326
21111,Kentucky,482313,33844,1371,71280,34379056317
21117,Kentucky,74672,5970,1384,71985,5375268639
21209,Kentucky,31634,1819,1389,72236,2285115649
21041,Kentucky,7615,372,1405,73076,556477735
21091,Kentucky,3621,234,1546,80392,291098230
21999,Kentucky,38809,4738,1636,85057,3300958190
22041,Louisiana,4650,491,739,38451,178814714
22065,Louisiana,3163,268,743,38648,122229792
22025,Louisiana,2264,273,748,38908,88068332
22021,Louisiana,2242,231,802,41701,93472675
22035,Louisiana,1427,171,804,41831,59675166
22111,Louisiana,5454,460,812,42245,230395517
22009,Louisiana,9801,938,814,42336,414939426
22123,Louisiana,1997,236,823,42812,85491056
22083,Louisiana,6232,570,829,43083,268502068
22039,Louisiana,7827,646,840,43671,341818787
22053,Louisiana,8020,800,849,44133,353948024
22107,Louisiana,815,132,856,44513,36259296
22067,Louisiana,6213,571,857,44568,276907341
22001,Louisiana,14380,1460,867,45093,648421011
22085,Louisiana,5336,588,870,45249,241461490
22029,Louisiana,5266,483,884,45993,242176496
22069,Louisiana,14311,1053,885,46001,658336504
22117,Louisiana,11134,896,886,46079,513024667
22063,Louisiana,31123,3117,888,46193,1437669713
22061,Louisiana,18599,1509,889,46245,860107900
22105,Louisiana,47214,3747,900,46783,2208812533
22097,Louisiana,23554,2100,906,47117,1109780159
22027,Louisiana,2992,272,913,47473,142059874
22113,Louisiana,12560,1348,927,48191,605277023
22115,Louisiana,12826,1060,939,48821,626156716
22081,Louisiana,2502,196,940,48864,122233780
22127,Louisiana,4417,345,940,48856,215788930
22059,Louisiana,4680,468,940,48856,228633508
22119,Louisiana,11054,995,948,49290,544835106
22003,Louisiana,7378,442,956,49734,366926262
22091,Louisiana,1643,139,962,50007,82170476
22073,Louisiana,69384,5397,963,50059,3473287633
22011,Louisiana,9062,858,964,50147,454457095
22013,Louisiana,3868,310,992,51581,199532737
22079,Louisiana,56422,4093,996,51777,2921352798
22015,Louisiana,44354,3667,1003,52165,2313692314
22077,Louisiana,5461,540,1016,52812,288414990
22099,Louisiana,12308,1127,1034,53750,661567701
22049,Louisiana,3866,324,1039,54041,208943699
